file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_01,IJV_left,3,0.0,189.60479999999998,36.0000005364418
seg_01,IJV_left,3,2.0,161.1504,34.50312217835313
seg_01,IJV_left,3,4.0,143.1504,32.92146560899238
seg_01,IJV_left,3,6.0,153.60479999999998,31.234739120418936
seg_01,IJV_left,3,8.0,164.8512,29.419033719145443
seg_01,IJV_left,3,10.0,167.472,27.471870217415034
seg_01,IJV_left,3,12.0,158.2128,25.56419523217818
seg_01,IJV_left,3,14.0,156.528,23.76814162272575
seg_01,IJV_left,3,16.0,159.192,21.93529124055369
seg_01,IJV_left,3,18.0,163.3392,20.048338468145886
seg_01,IJV_left,3,20.0,165.96,18.127637742193595
seg_01,IJV_left,3,22.0,167.328,16.252340316735307
seg_01,IJV_left,3,24.0,167.4,14.378600803200992
seg_01,IJV_left,3,26.0,164.5488,12.510179220375
seg_01,IJV_left,3,28.0,159.0048,10.681359318002183
seg_01,IJV_left,3,30.0,151.1712,8.889110612642343
seg_01,IJV_left,3,32.0,131.9472,7.142857266895757
