file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_09,CCA_left,2,0.0,48.4416,36.0000005364418
seg_09,CCA_left,2,2.0,34.7904,34.49205519641071
seg_09,CCA_left,2,4.0,32.2704,32.9647644763332
seg_09,CCA_left,2,6.0,33.9264,31.343988679031323
seg_09,CCA_left,2,8.0,35.928,29.627364663445245
seg_09,CCA_left,2,10.0,39.1248,27.810592879097218
seg_09,CCA_left,2,12.0,42.2352,25.945454703173425
seg_09,CCA_left,2,14.0,42.839999999999996,24.052837524683007
seg_09,CCA_left,2,16.0,43.128,22.21343577514845
seg_09,CCA_left,2,18.0,52.8624,20.461276772881114
seg_09,CCA_left,2,20.0,53.654399999999995,18.87678857558446
seg_09,CCA_left,2,22.0,56.8512,17.13620461574392
seg_09,CCA_left,2,24.0,48.9456,15.461375069834641
seg_09,CCA_left,2,26.0,44.4816,13.868053932511442
seg_09,CCA_left,2,28.0,42.782399999999996,12.393123424627683
seg_09,CCA_left,2,30.0,43.041599999999995,10.906334649037216
seg_09,CCA_left,2,32.0,42.9552,9.595874413760013
seg_09,CCA_left,2,34.0,43.9488,8.273033531622012
seg_09,CCA_left,2,36.0,46.526399999999995,6.582380941116465
seg_09,CCA_left,2,38.0,30.7152,4.760073984260243
