file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_16,CCA_left,2,0.0,46.785599999999995,36.0000005364418
seg_16,CCA_left,2,2.0,34.2864,34.42742700332561
seg_16,CCA_left,2,4.0,34.9776,32.77718185859748
seg_16,CCA_left,2,6.0,37.7856,31.01533858800341
seg_16,CCA_left,2,8.0,42.3792,29.092877352811378
seg_16,CCA_left,2,10.0,44.5104,27.121759437454266
seg_16,CCA_left,2,12.0,43.5024,25.19323254595759
seg_16,CCA_left,2,14.0,43.099199999999996,23.31690143359402
seg_16,CCA_left,2,16.0,46.1952,21.882698183357544
seg_16,CCA_left,2,18.0,55.1232,20.26311371137661
seg_16,CCA_left,2,20.0,52.4448,18.71661898959348
seg_16,CCA_left,2,22.0,47.203199999999995,17.136433586938512
seg_16,CCA_left,2,24.0,45.2016,15.649227466137443
seg_16,CCA_left,2,26.0,46.4544,14.149528570780738
seg_16,CCA_left,2,28.0,46.0944,12.849189790648708
seg_16,CCA_left,2,30.0,41.7024,11.594499738929885
seg_16,CCA_left,2,32.0,44.294399999999996,10.200271111071727
seg_16,CCA_left,2,34.0,43.3872,8.841923927539248
seg_16,CCA_left,2,36.0,48.3696,7.19536101184447
seg_16,CCA_left,2,38.0,40.6224,5.5992538321733365
seg_16,CCA_left,2,40.0,72.46079999999999,5.065497587706175
seg_16,CCA_left,2,42.0,96.8976,4.531741343239007
seg_16,CCA_left,2,44.0,85.72319999999999,3.0775792539293505
