file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_12,IJV_left,3,0.0,71.0784,36.0000005364418
seg_12,IJV_left,3,2.0,56.5776,34.34797804421307
seg_12,IJV_left,3,4.0,54.489599999999996,32.74716521519824
seg_12,IJV_left,3,6.0,59.3856,31.002283037669365
seg_12,IJV_left,3,8.0,61.300799999999995,29.081791773706357
seg_12,IJV_left,3,10.0,59.5152,27.130671720204322
seg_12,IJV_left,3,12.0,57.815999999999995,25.23489989478046
seg_12,IJV_left,3,14.0,56.808,23.38165694952334
seg_12,IJV_left,3,16.0,53.928,21.562335566771246
seg_12,IJV_left,3,18.0,52.775999999999996,19.788334855598485
seg_12,IJV_left,3,20.0,53.294399999999996,18.039226356430653
seg_12,IJV_left,3,22.0,55.1376,16.28871697173209
seg_12,IJV_left,3,24.0,56.779199999999996,14.491349902159467
seg_12,IJV_left,3,26.0,58.7664,12.632160301881452
seg_12,IJV_left,3,28.0,57.5424,10.744211097404287
seg_12,IJV_left,3,30.0,55.7712,8.892356114353626
seg_12,IJV_left,3,32.0,53.3088,7.09517442931933
seg_12,IJV_left,3,34.0,48.1248,5.310443373992231
