file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_06,CCA_left,2,0.0,48.0096,36.0000005364418
seg_06,CCA_left,2,2.0,34.4448,34.44383507508985
seg_06,CCA_left,2,4.0,31.2912,32.93401476555911
seg_06,CCA_left,2,6.0,31.276799999999998,31.45148714932955
seg_06,CCA_left,2,8.0,32.587199999999996,29.884085357611745
seg_06,CCA_left,2,10.0,35.0064,28.258020177297354
seg_06,CCA_left,2,12.0,37.166399999999996,26.609264551758983
seg_06,CCA_left,2,14.0,39.8016,24.91232540843298
seg_06,CCA_left,2,16.0,42.5376,23.135388178935102
seg_06,CCA_left,2,18.0,54.230399999999996,21.26799016956771
seg_06,CCA_left,2,20.0,55.9584,19.66802757776718
seg_06,CCA_left,2,22.0,57.0096,17.83046445576848
seg_06,CCA_left,2,24.0,48.528,16.082129454083006
seg_06,CCA_left,2,26.0,49.4352,14.22909750206365
seg_06,CCA_left,2,28.0,50.0544,12.320349234518993
seg_06,CCA_left,2,30.0,47.0304,10.572849622128086
seg_06,CCA_left,2,32.0,46.8576,9.064056906626353
seg_06,CCA_left,2,34.0,45.3744,7.7353549454661135
seg_06,CCA_left,2,36.0,40.7808,6.464256768584244
seg_06,CCA_left,2,38.0,27.2736,4.914260800417848
seg_06,CCA_left,2,40.0,12.7584,3.584912988481734
