file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_12,CCA_left,2,0.0,49.9536,36.0000005364418
seg_12,CCA_left,2,2.0,32.7168,34.602666066575445
seg_12,CCA_left,2,4.0,32.5152,33.0662935584022
seg_12,CCA_left,2,6.0,35.2512,31.36033382284962
seg_12,CCA_left,2,8.0,39.096,29.47443962750567
seg_12,CCA_left,2,10.0,42.48,27.490741077556375
seg_12,CCA_left,2,12.0,42.6384,25.556144074917906
seg_12,CCA_left,2,14.0,41.4576,23.64344491519721
seg_12,CCA_left,2,16.0,40.248,21.968458489490295
seg_12,CCA_left,2,18.0,40.132799999999996,20.78222043398588
seg_12,CCA_left,2,20.0,45.0,19.3342524291498
seg_12,CCA_left,2,22.0,44.6112,17.954520884129575
seg_12,CCA_left,2,24.0,42.6672,16.54301189094193
seg_12,CCA_left,2,26.0,44.6256,15.21198801977069
seg_12,CCA_left,2,28.0,46.0944,13.757224389810908
seg_12,CCA_left,2,30.0,47.2464,12.386848266053196
seg_12,CCA_left,2,32.0,46.2528,11.05085144763938
seg_12,CCA_left,2,34.0,45.6768,9.477265573241917
seg_12,CCA_left,2,36.0,26.2944,7.9901438205008235
seg_12,CCA_left,2,38.0,9.648,6.562748376562642
