file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_07,IJV_left,3,0.0,106.3584,36.0000005364418
seg_07,IJV_left,3,2.0,85.88159999999999,34.33424336762625
seg_07,IJV_left,3,4.0,82.18079999999999,32.7185075471773
seg_07,IJV_left,3,6.0,88.4592,30.941602809793306
seg_07,IJV_left,3,8.0,88.6608,28.991324263259987
seg_07,IJV_left,3,10.0,83.16,27.019625016725925
seg_07,IJV_left,3,12.0,81.3744,25.11638815693301
seg_07,IJV_left,3,14.0,85.8096,23.19173402935386
seg_07,IJV_left,3,16.0,85.0176,21.307825162370765
seg_07,IJV_left,3,18.0,88.4448,19.40167203923648
seg_07,IJV_left,3,20.0,87.696,17.546155486030187
seg_07,IJV_left,3,22.0,88.1568,15.750781458928687
seg_07,IJV_left,3,24.0,90.1728,13.935689554085599
seg_07,IJV_left,3,26.0,90.3744,12.070730375509905
seg_07,IJV_left,3,28.0,85.608,10.26158735138955
seg_07,IJV_left,3,30.0,79.58879999999999,8.494178263531587
seg_07,IJV_left,3,32.0,64.4832,6.710573161234417
