file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_11,CCA_left,2,0.0,48.1536,36.0000005364418
seg_11,CCA_left,2,2.0,31.7808,34.63982299677661
seg_11,CCA_left,2,4.0,33.4656,33.103989086177734
seg_11,CCA_left,2,6.0,36.7056,31.40817214114768
seg_11,CCA_left,2,8.0,38.8512,29.521903296235603
seg_11,CCA_left,2,10.0,42.6096,27.549707669759837
seg_11,CCA_left,2,12.0,42.8112,25.622161352366035
seg_11,CCA_left,2,14.0,42.696,23.73659806328476
seg_11,CCA_left,2,16.0,42.163199999999996,21.971082147911577
seg_11,CCA_left,2,18.0,42.3792,20.83002710777565
seg_11,CCA_left,2,20.0,48.5136,19.29233425974064
seg_11,CCA_left,2,22.0,49.651199999999996,17.909814842068826
seg_11,CCA_left,2,24.0,46.425599999999996,16.294203795371256
seg_11,CCA_left,2,26.0,40.5936,14.722824982948213
seg_11,CCA_left,2,28.0,40.7232,13.285951911063261
seg_11,CCA_left,2,30.0,44.496,12.2300347553858
seg_11,CCA_left,2,32.0,45.2448,11.197273937732746
seg_11,CCA_left,2,34.0,41.7024,9.940245039588806
seg_11,CCA_left,2,36.0,29.9952,8.716658265115292
seg_11,CCA_left,2,38.0,27.9792,7.221706608111312
seg_11,CCA_left,2,40.0,19.3824,5.880757124070696
