file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_13,IJV_left,3,0.0,65.9232,36.0000005364418
seg_13,IJV_left,3,2.0,51.004799999999996,34.43560223938065
seg_13,IJV_left,3,4.0,47.6352,32.86187642790319
seg_13,IJV_left,3,6.0,51.7536,31.15610166777738
seg_13,IJV_left,3,8.0,55.6272,29.234251506508492
seg_13,IJV_left,3,10.0,54.5328,27.24172186021374
seg_13,IJV_left,3,12.0,51.6528,25.287303662672063
seg_13,IJV_left,3,14.0,50.4,23.464748287105724
seg_13,IJV_left,3,16.0,48.6576,21.67940534978212
seg_13,IJV_left,3,18.0,48.715199999999996,19.919039188784005
seg_13,IJV_left,3,20.0,48.715199999999996,18.139021505783816
seg_13,IJV_left,3,22.0,50.5152,16.424022481148928
seg_13,IJV_left,3,24.0,52.992,14.62109628304776
seg_13,IJV_left,3,26.0,53.9568,12.765111363268105
seg_13,IJV_left,3,28.0,52.459199999999996,10.897351406187292
seg_13,IJV_left,3,30.0,49.536,9.068042582004972
seg_13,IJV_left,3,32.0,46.0224,7.2842381031684615
seg_13,IJV_left,3,34.0,42.0768,5.524335953517232
