file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_08,CCA_left,2,0.0,53.2512,36.0000005364418
seg_08,CCA_left,2,2.0,34.7616,34.667107432682805
seg_08,CCA_left,2,4.0,32.544,33.18827662742885
seg_08,CCA_left,2,6.0,35.7552,31.522314438482486
seg_08,CCA_left,2,8.0,38.5632,29.661000788794546
seg_08,CCA_left,2,10.0,40.9824,27.704765842330335
seg_08,CCA_left,2,12.0,38.7504,25.768512791510073
seg_08,CCA_left,2,14.0,39.6864,24.03822563700776
seg_08,CCA_left,2,16.0,43.199999999999996,22.218224290210994
seg_08,CCA_left,2,18.0,45.230399999999996,20.842003852350757
seg_08,CCA_left,2,20.0,52.1856,19.18133568070466
seg_08,CCA_left,2,22.0,47.5344,17.64909749514945
seg_08,CCA_left,2,24.0,43.7472,16.060097354674788
seg_08,CCA_left,2,26.0,41.903999999999996,14.673767396989108
seg_08,CCA_left,2,28.0,42.408,13.258197034578203
seg_08,CCA_left,2,30.0,45.3456,12.017030595096792
seg_08,CCA_left,2,32.0,41.472,10.849213982297654
seg_08,CCA_left,2,34.0,39.384,9.556520919607584
seg_08,CCA_left,2,36.0,30.3696,8.246644922728521
seg_08,CCA_left,2,38.0,21.211199999999998,6.820325746366396
