file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_15,CCA_left,2,0.0,49.2192,36.0000005364418
seg_15,CCA_left,2,2.0,34.056,34.52808820069338
seg_15,CCA_left,2,4.0,34.3008,32.93909481689951
seg_15,CCA_left,2,6.0,37.3536,31.185043113333002
seg_15,CCA_left,2,8.0,40.7376,29.277760101786676
seg_15,CCA_left,2,10.0,44.3376,27.30080991964195
seg_15,CCA_left,2,12.0,43.516799999999996,25.386321680474534
seg_15,CCA_left,2,14.0,42.5088,23.524247761271916
seg_15,CCA_left,2,16.0,42.408,22.095527467601244
seg_15,CCA_left,2,18.0,44.7264,20.76155549709367
seg_15,CCA_left,2,20.0,50.0544,19.24628502524546
seg_15,CCA_left,2,22.0,43.848,17.74136401972797
seg_15,CCA_left,2,24.0,41.0112,16.31445153545674
seg_15,CCA_left,2,26.0,40.7952,15.034325186792483
seg_15,CCA_left,2,28.0,43.8048,13.767152846111973
seg_15,CCA_left,2,30.0,40.5648,12.565929770316759
seg_15,CCA_left,2,32.0,36.4464,11.311273641738625
seg_15,CCA_left,2,34.0,33.1488,9.950518030258625
seg_15,CCA_left,2,36.0,25.3296,8.5174189044446
seg_15,CCA_left,2,38.0,14.5152,6.9245910792957135
