file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_01,CCA_left,2,0.0,56.5632,36.0000005364418
seg_01,CCA_left,2,2.0,35.5968,34.73605732712464
seg_01,CCA_left,2,4.0,32.6736,33.282200144846506
seg_01,CCA_left,2,6.0,35.568,31.653425281233684
seg_01,CCA_left,2,8.0,38.4048,29.79592248468231
seg_01,CCA_left,2,10.0,42.3504,27.83154687757076
seg_01,CCA_left,2,12.0,43.1136,25.890946688905572
seg_01,CCA_left,2,14.0,42.336,24.008064797173837
seg_01,CCA_left,2,16.0,41.2704,22.206224586805355
seg_01,CCA_left,2,18.0,41.3568,21.00281834880985
seg_01,CCA_left,2,20.0,46.0512,19.580463255988285
seg_01,CCA_left,2,22.0,48.9168,18.207331160921147
seg_01,CCA_left,2,24.0,43.848,16.65416704430751
seg_01,CCA_left,2,26.0,43.3872,15.15545028750968
seg_01,CCA_left,2,28.0,44.6112,13.720312767956388
seg_01,CCA_left,2,30.0,49.550399999999996,12.405411290327955
seg_01,CCA_left,2,32.0,46.4112,11.154478331477272
seg_01,CCA_left,2,34.0,31.3488,9.789636327425704
seg_01,CCA_left,2,36.0,15.6528,8.507369518061202
