file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_07,CCA_left,2,0.0,55.4544,36.0000005364418
seg_07,CCA_left,2,2.0,35.4672,34.711119821008886
seg_07,CCA_left,2,4.0,32.8608,33.24535399534654
seg_07,CCA_left,2,6.0,36.0864,31.608850224807167
seg_07,CCA_left,2,8.0,38.361599999999996,29.74253716874226
seg_07,CCA_left,2,10.0,42.9984,27.771639521968925
seg_07,CCA_left,2,12.0,43.1568,25.829129911361242
seg_07,CCA_left,2,14.0,42.5088,23.956466697392084
seg_07,CCA_left,2,16.0,41.486399999999996,22.17119815785681
seg_07,CCA_left,2,18.0,41.2992,20.97782366228997
seg_07,CCA_left,2,20.0,46.425599999999996,19.550071076883714
seg_07,CCA_left,2,22.0,47.9808,18.1866685266676
seg_07,CCA_left,2,24.0,43.099199999999996,16.65085951758432
seg_07,CCA_left,2,26.0,41.6304,15.162863918392457
seg_07,CCA_left,2,28.0,42.5952,13.729448734870322
seg_07,CCA_left,2,30.0,47.6496,12.546795262561739
seg_07,CCA_left,2,32.0,45.9504,11.38780095363218
seg_07,CCA_left,2,34.0,34.128,10.030488613317923
seg_07,CCA_left,2,36.0,18.1296,8.66434262409079
