file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_04,CCA_left,2,0.0,52.7904,36.0000005364418
seg_04,CCA_left,2,2.0,33.6384,34.73533945399338
seg_04,CCA_left,2,4.0,32.2992,33.25472755613256
seg_04,CCA_left,2,6.0,35.3088,31.591908746939744
seg_04,CCA_left,2,8.0,38.3328,29.7210945689945
seg_04,CCA_left,2,10.0,42.3072,27.753802042373625
seg_04,CCA_left,2,12.0,43.2144,25.815567816727118
seg_04,CCA_left,2,14.0,42.4512,23.93445933798185
seg_04,CCA_left,2,16.0,41.1264,22.14547018492407
seg_04,CCA_left,2,18.0,41.6448,20.96372372258102
seg_04,CCA_left,2,20.0,46.425599999999996,19.525179350418014
seg_04,CCA_left,2,22.0,48.3696,18.15530637518014
seg_04,CCA_left,2,24.0,43.718399999999995,16.595760363268
seg_04,CCA_left,2,26.0,42.336,15.098181420863504
seg_04,CCA_left,2,28.0,45.288,13.66010969178654
seg_04,CCA_left,2,30.0,51.105599999999995,12.378149393070595
seg_04,CCA_left,2,32.0,49.1184,11.118393001891011
seg_04,CCA_left,2,34.0,31.104,9.750334044511098
seg_04,CCA_left,2,36.0,15.4224,8.464977568655124
