file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_02,CCA_left,2,0.0,49.967999999999996,36.0000005364418
seg_02,CCA_left,2,2.0,34.4736,34.53211470959121
seg_02,CCA_left,2,4.0,33.523199999999996,32.96777516825937
seg_02,CCA_left,2,6.0,36.36,31.250021909618688
seg_02,CCA_left,2,8.0,40.3344,29.35528301557049
seg_02,CCA_left,2,10.0,42.364799999999995,27.4130378610803
seg_02,CCA_left,2,12.0,42.7536,25.51534979685508
seg_02,CCA_left,2,14.0,42.7968,23.641530521786358
seg_02,CCA_left,2,16.0,42.7248,22.054658240170195
seg_02,CCA_left,2,18.0,45.144,20.68410623015073
seg_02,CCA_left,2,20.0,51.163199999999996,19.139151910642152
seg_02,CCA_left,2,22.0,45.0432,17.587698913096457
seg_02,CCA_left,2,24.0,42.2064,16.12150978398783
seg_02,CCA_left,2,26.0,39.528,14.824249870990354
seg_02,CCA_left,2,28.0,43.1856,13.505563088905573
seg_02,CCA_left,2,30.0,45.5328,12.469780352201454
seg_02,CCA_left,2,32.0,39.4992,11.433997615497331
seg_02,CCA_left,2,34.0,29.3184,10.171649544544383
seg_02,CCA_left,2,36.0,18.4752,8.680797031340695
seg_02,CCA_left,2,38.0,11.5776,7.312232738781081
