file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_02,IJV_left,3,0.0,176.9904,36.0000005364418
seg_02,IJV_left,3,2.0,151.3152,34.47579424413466
seg_02,IJV_left,3,4.0,137.6496,32.8740758223627
seg_02,IJV_left,3,6.0,148.7664,31.086139294914947
seg_02,IJV_left,3,8.0,149.4432,29.13255286812108
seg_02,IJV_left,3,10.0,146.3184,27.151348140246192
seg_02,IJV_left,3,12.0,140.54399999999998,25.206355452265427
seg_02,IJV_left,3,14.0,137.6928,23.33905761021689
seg_02,IJV_left,3,16.0,138.06719999999999,21.451989586930537
seg_02,IJV_left,3,18.0,138.2112,19.54709115645006
seg_02,IJV_left,3,20.0,136.8288,17.70903122175576
seg_02,IJV_left,3,22.0,139.50719999999998,15.925041746420197
seg_02,IJV_left,3,24.0,140.4144,14.085737500789996
seg_02,IJV_left,3,26.0,139.8528,12.169943621360302
seg_02,IJV_left,3,28.0,132.4512,10.335210992043825
seg_02,IJV_left,3,30.0,126.6912,8.521392655463611
seg_02,IJV_left,3,32.0,104.616,6.761178601097355
