file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_03,IJV_left,3,0.0,142.1712,36.0000005364418
seg_03,IJV_left,3,2.0,118.29599999999999,34.47003931826414
seg_03,IJV_left,3,4.0,109.3104,32.7682765537583
seg_03,IJV_left,3,6.0,115.83359999999999,31.056076076882942
seg_03,IJV_left,3,8.0,123.3216,29.14595983460361
seg_03,IJV_left,3,10.0,119.3616,27.166650115021312
seg_03,IJV_left,3,12.0,111.9168,25.227096744221733
seg_03,IJV_left,3,14.0,109.49759999999999,23.42309598636295
seg_03,IJV_left,3,16.0,117.0432,21.5477933301822
seg_03,IJV_left,3,18.0,123.4512,19.64267101779039
seg_03,IJV_left,3,20.0,123.6096,17.7575355386104
seg_03,IJV_left,3,22.0,122.60159999999999,15.94189410394503
seg_03,IJV_left,3,24.0,123.408,14.132418748149501
seg_03,IJV_left,3,26.0,118.8288,12.264282712533378
seg_03,IJV_left,3,28.0,110.7792,10.481134097583702
seg_03,IJV_left,3,30.0,104.24159999999999,8.779537270128143
seg_03,IJV_left,3,32.0,88.6464,7.088064999912626
