file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_14,CCA_left,2,0.0,41.2416,36.0000005364418
seg_14,CCA_left,2,2.0,29.0592,34.61928523993743
seg_14,CCA_left,2,4.0,32.1984,33.02612403520077
seg_14,CCA_left,2,6.0,36.1872,31.249494532896925
seg_14,CCA_left,2,8.0,39.1248,29.32382378779391
seg_14,CCA_left,2,10.0,42.3072,27.34842886901385
seg_14,CCA_left,2,12.0,42.7536,25.41951179692176
seg_14,CCA_left,2,14.0,42.4656,23.554247951584536
seg_14,CCA_left,2,16.0,40.4208,21.85303540320291
seg_14,CCA_left,2,18.0,41.587199999999996,20.76556056929543
seg_14,CCA_left,2,20.0,48.7008,19.269447787055775
seg_14,CCA_left,2,22.0,47.2464,17.909745402237583
seg_14,CCA_left,2,24.0,43.848,16.37327058420733
seg_14,CCA_left,2,26.0,41.227199999999996,14.88234386465083
seg_14,CCA_left,2,28.0,44.8272,13.41956304520893
seg_14,CCA_left,2,30.0,48.672,12.28272765983307
seg_14,CCA_left,2,32.0,43.3152,11.17874380414036
seg_14,CCA_left,2,34.0,28.9008,9.826963857591402
seg_14,CCA_left,2,36.0,13.607999999999999,8.62313332059942
