file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_05,IJV_left,3,0.0,124.8192,36.0000005364418
seg_05,IJV_left,3,2.0,111.41279999999999,34.39298400556473
seg_05,IJV_left,3,4.0,106.848,32.68373194237089
seg_05,IJV_left,3,6.0,109.81439999999999,30.850319561646646
seg_05,IJV_left,3,8.0,110.13119999999999,28.918326497652075
seg_05,IJV_left,3,10.0,107.2224,27.01094597722516
seg_05,IJV_left,3,12.0,105.5376,25.140336135639572
seg_05,IJV_left,3,14.0,105.8256,23.241064028647813
seg_05,IJV_left,3,16.0,102.00959999999999,21.4400554224901
seg_05,IJV_left,3,18.0,109.1664,19.578662495552074
seg_05,IJV_left,3,20.0,113.3136,17.68824237103161
seg_05,IJV_left,3,22.0,114.5088,15.803728451791297
seg_05,IJV_left,3,24.0,112.2336,13.981096353250452
seg_05,IJV_left,3,26.0,111.9744,12.172915200498444
seg_05,IJV_left,3,28.0,109.18079999999999,10.353145934834007
seg_05,IJV_left,3,30.0,102.9168,8.592318047956086
seg_05,IJV_left,3,32.0,81.9216,6.770258336666243
