file,structure,label_id,arc_length_mm,cross_section_mm2,distance_from_cranial_mm
seg_10,IJV_left,3,0.0,107.9712,36.0000005364418
seg_10,IJV_left,3,2.0,85.6224,34.52088035317902
seg_10,IJV_left,3,4.0,80.26559999999999,32.9391661505591
seg_10,IJV_left,3,6.0,88.3728,31.189599215485934
seg_10,IJV_left,3,8.0,92.16,29.267661991871652
seg_10,IJV_left,3,10.0,90.8352,27.292652775698794
seg_10,IJV_left,3,12.0,86.688,25.365162737705433
seg_10,IJV_left,3,14.0,86.112,23.46547557963112
seg_10,IJV_left,3,16.0,82.872,21.60401632566635
seg_10,IJV_left,3,18.0,85.16159999999999,19.78911630732829
seg_10,IJV_left,3,20.0,88.63199999999999,17.928127234966997
seg_10,IJV_left,3,22.0,89.9136,16.066296955531733
seg_10,IJV_left,3,24.0,91.0512,14.177559919985525
seg_10,IJV_left,3,26.0,93.2832,12.249256748193364
seg_10,IJV_left,3,28.0,92.4192,10.326011622517806
seg_10,IJV_left,3,30.0,92.4336,8.43839316630029
seg_10,IJV_left,3,32.0,89.6976,6.544884441558398
seg_10,IJV_left,3,34.0,81.77759999999999,4.642723541286506
